     LAT,       LON,     ALTITUDE,    DATE,    HR, VCR(GV), PARTICLE,  DOSE RATE,     SIGMA,        UNIT,      QUANTITY 
 -90.00000,-180.00000,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:            3 IN PLACES.DAT
                                                             
 -90.00000,-176.36364,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:            5 IN PLACES.DAT
                                                             
 -90.00000,-172.72727,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:            7 IN PLACES.DAT
                                                             
 -90.00000,-169.09091,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:            9 IN PLACES.DAT
                                                             
 -90.00000,-165.45454,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           11 IN PLACES.DAT
                                                             
 -90.00000,-161.81818,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           13 IN PLACES.DAT
                                                             
 -90.00000,-158.18182,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           15 IN PLACES.DAT
                                                             
 -90.00000,-154.54546,    11.0000,K,2017/04/29,   0,  0.03,TOTAL     , 7.1746E+00, 3.0503E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           17 IN PLACES.DAT
                                                             
 -90.00000,-150.90909,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           19 IN PLACES.DAT
                                                             
 -90.00000,-147.27273,    11.0000,K,2017/04/29,   0,  0.03,TOTAL     , 7.1746E+00, 3.0503E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           21 IN PLACES.DAT
                                                             
 -90.00000,-143.63636,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           23 IN PLACES.DAT
                                                             
 -90.00000,-140.00000,    11.0000,K,2017/04/29,   0,  0.02,TOTAL     , 7.1753E+00, 3.0506E-03,    microSv/hr, ICRU AMBIENT DOSE EQ. H(*10) 
 COMMENT OR IMPROPER FORMAT FOR DATA AT LINE:           25 IN PLACES.DAT
                                                             
