  kft    grams/cm^2
 89.00,   18.4762
 90.00,   17.6360
 91.00,   16.8365
 92.00,   16.0728
 93.00,   15.3457
 94.00,   14.6523
 95.00,   13.9905
 96.00,   13.3603
 97.00,   12.7587
 98.00,   12.1846
 99.00,   11.6380
100.00,   11.1159
105.00,    8.8461
110.00,    7.0596
115.00,    5.6569
120.00,    4.5509
125.00,    3.6741
130.00,    2.9788
135.00,    2.4231
140.00,    1.9778
145.00,    1.6196
150.00,    1.3306
155.00,    1.0966
160.00,    0.9047
165.00,    0.7464
170.00,    0.6155
175.00,    0.5062
180.00,    0.4149
185.00,    0.3390
190.00,    0.2761
195.00,    0.2240
200.00,    0.1811
210.00,    0.1170
220.00,    0.0744
230.00,    0.0456
240.00,    0.0285
250.00,    0.0173
260.00,    0.0103
270.00,    0.0060
278.00,    0.0039
300.00,    0.0016
350.00,    0.0002
400.00,    0.0001
