 3480  SCHOOLCRAFT COUNTY            KISQ  MANISTIQUE, MI                45583000086103600006840  
 3481  ALEXANDER FLD SOUTH WOOD CO   KISW  WISCONSIN RAPIDS, WI          44213720089501710010206  
 3482  TOMPKINS COUNTY               KITH  ITHACA, NY                    42292470076272770010992  
 3483  GOGEBIC COUNTY                KIWD  IRONWOOD, MI                  46313910090075240012302  
 3484  WABASH MUNI                   KIWH  WABASH, IN                    40454320085475730007940  
 3485  WEST HOUSTON-LAKESIDE         KIWS  HOUSTON, TX                   29490470095402050001123  
 3486  JOHNSON COUNTY INDUSTRIAL     KIXD  OLATHE, KS                    38495430094532270010868  
 3487  INYOKERN                      KIYK  INYOKERN, CA                  35393210117494330024570  
 3488  SANTA YNEZ                    KIZA  SANTA YNEZ, CA                34362460120042850006710  
 3489  JACKSON HOLE                  KJAC  JACKSON, WY                   43362390110441450064441  
 3490  JACKSON INTERNATIONAL         KJAN  JACKSON, MS                   32183970090043290003462  
 3491  JASPER COUNTY-BELL FLD        KJAS  JASPER, TX                    30532840094020120002220  
 3492  CAMPBELL COUNTY               KJAU  JACKSBORO, TN                 36200300084094600011800  
 3493  JACKSONVILLE INTL             KJAX  JACKSONVILLE, FL              30293300081412370000300  
 3494  JONESBORO MUNI                KJBR  JONESBORO, AR                 35495200090384670002620  
 3495  KIMBLE COUNTY                 KJCT  JUNCTION, TX                  30303950099454580017290  
 3496  JOHNSON CITY                  KJCY  JOHNSON CITY, TX              30150000098370000015150  
 3497  JEFFERSON CITY MEML           KJEF  JEFFERSON CITY, MO            38352810092092150005490  
 3498  JESUP-WAYNE COUNTY            KJES  JESUP, GA                     31331500081531200001080  
 3499  JOHN F KENNEDY INTL           KJFK  NEW YORK, NY                  40382300073464400000130  
 3500  WILLIAMSBURG-JAMESTOWN        KJGG  WILLIAMSBURG, VA              37142050076425910000490  
 3501  CHAUTAUQUA COUNTY             KJHW  JAMESTOWN, NY                 42091190079152980017240  
 3502  JULIAN CARROLL                KJKL  JACKSON, KY                   37353800083190300013820  
 3503  JOPLIN MUNI                   KJLN  JOPLIN, MO                    37085800094295350009810  
 3504  JAMESTOWN MUNI                KJMS  JAMESTOWN, ND                 46554700098404010014984  
 3505  JOLIET PARK DISTRICT          KJOT  JOLIET, IL                    41310300088103000005820  
 3506  PENTAGON AHP                  KJPN  WASHINGTON, DC                38521200077034000000370  
 3507  PENNRIDGE                     KJQZ  PERKASIE, PA                  40232070075172710005680  
 3508  PORT AUTHORITY-W 30 ST MIDTOWNKJRA  NEW YORK, NY                  40451600074002700000070  
 3509  PORT AUTH-DWNTN-MANHATTAN WALLKJRB  NEW YORK, NY                  40420400074003400000070  
 3510  CHEROKEE COUNTY               KJSO  JACKSONVILLE, TX              31520900095130180006770  
 3511  JOHNSTOWN-CAMBRIA COUNTY      KJST  JOHNSTOWN, PA                 40190030078500510022840  
 3512  ROCK COUNTY                   KJVL  JANESVILLE, WI                42371050089022480008080  
 3513  CLARK COUNTY                  KJVY  JEFFERSONVILLE, IN            38215550085441750004740  
 3514  JOHN C TUNE                   KJWN  NASHVILLE, TN                 36105400086531300004932  
 3515  JACKSON COUNTY-REYNOLDS FLD   KJXN  JACKSON, MI                   42153510084273400010000  
 3516  PLANTATION ARPK               KJYL  SYLVANIA, GA                  32384300081354800001880  
 3517  YORK MUNICIPAL                KJYR  YORK, NE                      40534700097372600016710  
 3518  CHARLESTON EXECUTIVE          KJZI  CHARLESTON, SC                32420280080000990000200  
 3519  PICKENS COUNTY                KJZP  JASPER, GA                    34270500084272400015350  
 3520  PERRYVILLE MUNI               KK02  PERRYVILLE, MO                37514500089514100003700  
 3521  ROLLA DOWNTOWN                KK07  ROLLA, MO                     37561000091490000009870  
 3522  LINN CREEK-GRAND GLAIZE MEML  KK15  OSAGE BEACH, MO               38063800092405000008760  
 3523  E W COTTON WOODS MEMORIAL     KK24  COLUMBIA, MO                  39001500092174500007720  
 3524  FORT MADISON MUNI             KK27  FORT MADISON, IA              40393600091193100007240  
 3525  BEECH NORTH                   KK31  WICHITA, KS                   37415140097125020013990  
 3526  GARDNER MUNI                  KK34  GARDNER, KS                   38482000094571500001040  
 3527  ONAWA MUNI                    KK36  ONAWA, IA                     42003500096063000010460  
 3528  WASHINGTON COUNTY MEMORIAL    KK38  WASHINGTON, KS                39441000097025100014350  
 3529  MONROE CITY REGIONAL          KK52  MONROE CITY, MO               39380500091434000007350  
 3530  AMELIA EARHART                KK59  ATCHISON, KS                  39341500095104700010730  
 3531  BELOIT MUNI                   KK61  BELOIT, KS                    39281610098074250014160  
 3532  ABILENE MUNI                  KK78  ABILENE, KS                   38541370097140950011510  
 3533  SMITH CENTER MUNI             KK82  SMITH CENTER, KS              39454000090473510017990  
 3534  LEE'S SUMMIT MUNICIPAL        KK84  LEE'S SUMMIT, MO              38575000094222500009900  
 3535  ALLEN COUNTY                  KK88  IOLA, KS                      37521900095225800010200  
 3536  MACON-FOWER MEML              KK89  MACON, MO                     39434000092272500008740  
 3537  KELSO-LONGVIEW                KKLS  KELSO, WA                     46071500122540000000170  
 3538  KANAB MUNI                    KKNB  KANAB, UT                     37003700112315000048640  
 3539  CALLA                         KKY05 IRVINE, KY                    37431100084000400000000  
 3540  SOUTHWEST GOVERNMENT CENTER   KKY10 LOUISVILLE, KY                38085400085501300004800  
 3541  FARRINGTON AIRPARK            KKY29 PADUCAH, KY                   36580290088335480003380  
 3542  GENE SNYDER                   KKY62 FALMOUTH, KY                  38421500084233000008980  
 3543  WALKER COUNTY-BEVILL FLD      KL02  JASPER, AL                    33540680087185100004820  
 3544  OCEANSIDE MUNI                KL32  OCEANSIDE, CA                 33130430117210430000280  
 3545  BIG BEAR CITY                 KL35  BIG BEAR, CA                  34154900116511300067500  
 3546  RAMONA                        KL39  RAMONA, CA                    33021990116544600013930  
 3547  OCEANO                        KL52  OCEANO, CA                    35060500120371600000014  
 3548  CORONA MUNI                   KL66  CORONA, CA                    33535150117360560005330  
 3549  RIALTO MUNI-MIRO FLD          KL67  RIALTO, CA                    34074360117240210014480  
 3550  SOUTHLAND FLD                 KL75  SULPHUR, LA                   30075242093223366000100  
 3551  GREATER ST TAMMANY            KLA08 COVINGTON, LA                 30264150089591970000390  
 3552  MARKSVILLE MUNICIPAL          KLA26 MARKSVILLE, LA                31054010092040820000790  
 3553  FALSE RIVER AIR PARK          KLA30 NEW ROADS, LA                 30425500091284300000370  
 3554  THIBODAUX MUNICIPAL           KLA37 THIBODAUX, LA                 29445130090495810000090  
 3555  LAMAR MUNI                    KLAA  LAMAR, CO                     38041220102411660037030  
 3556  PURDUE UNIVERSITY             KLAF  LAFAYETTE, IN                 40244420086561280006060  
 3557  LAKELAND REGIONAL             KLAL  LAKELAND, FL                  27591820082005600001423  
 3558  CAPITAL CITY                  KLAN  LANSING, MI                   42464320084351460008611  
 3559  GENERAL BREES FLD             KLAR  LARAMIE, WY                   41184520105402560072777  
 3560  MC CARRAN INTL                KLAS  LAS VEGAS, NV                 36045800115091290021740  
 3561  LAWTON MUNI                   KLAW  LAWTON, OK                    34340350098245870011100  
 3562  LOS ANGELES INTL              KLAX  LOS ANGELES, CA               33563310118242580001260  
 3563  LUBBOCK INTL                  KLBB  LUBBOCK, TX                   33394890101492040032810  
 3564  WESTMORELAND COUNTY           KLBE  LATROBE, PA                   40163310079241820011850  
 3565  LEE BIRD FLD                  KLBF  NORTH PLATTE, NE              41073750100412200027793  
 3566  LIBERAL MUNI                  KLBL  LIBERAL, KS                   37023730100573880028870  
 3567  FLOYD W JONES LEBANON         KLBO  LEBANON, MO                   37385900092392200013180  
 3568  LUMBERTON MUNI                KLBT  LUMBERTON, NC                 34363560079033400001260  
 3569  BRAZORIA COUNTY               KLBX  ANGLETON/LAKE JACKSON, TX     29063520095274270000250  
 3570  WAYNE MUNI                    KLCG  WAYNE, NE                     42142300096590100014300  
 3571  LAKE CHARLES REGIONAL         KLCH  LAKE CHARLES, LA              30073240093132230000150  
 3572  LACONIA MUNI                  KLCI  LACONIA, NH                   43342150071250980005451  
 3573  RICKENBACKER ANGB             KLCK  COLUMBUS, OH                  39484930082554070007440  
 3574  LINDEN                        KLDJ  LINDEN, NJ                    40370360074144170000230  
 3575  MASON COUNTY                  KLDM  LUDINGTON, MI                 43575000086243100006460  
 3576  LEBANON MUNI                  KLEB  LEBANON, NH                   43373470072181700005984  
 3577  LEESBURG MUNI                 KLEE  LEESBURG, FL                  28492000081483500000770  
 3578  AUBURN/LEWISTON MUNI          KLEW  AUBURN/LEWISTON, ME           44025420070170240002880  
 3579  BLUE GRASS                    KLEX  LEXINGTON, KY                 38021280084361960009800  
 3580  LANGLEY AFB                   KLFI  HAMPTON, VA                   37045785076213917000110  
 3581  ANGELINA COUNTY               KLFK  LUFKIN, TX                    31140050094450040002900  
 3582  LAFAYETTE REGIONAL            KLFT  LAFAYETTE, LA                 30121410091591640000422  
 3583  LA GUARDIA                    KLGA  NEW YORK, NY                  40463770073522290000220  
 3584  LONG BEACH/DAUGHERTY FLD      KLGB  LONG BEACH, CA                33490370118090260000570  
 3585  CALLAWAY                      KLGC  LA GRANGE, GA                 33003140085042160006930  
 3586  LA GRANDE/UNION COUNTY        KLGD  LA GRANDE, OR                 45172200118001800027130  
 3587  LAGUNA AAF                    KLGF  YUMA PROVING GROUND (YUMA), AZ32520000114240000004190  
 3588  LOGAN-CACHE                   KLGU  LOGAN, UT                     41471440111511230044536  
 3589  ARLINGTON MUNI                KLHC  ARLINGTON, TN                 35165800089402200003120  
 3590  LAKE HAVASU CITY              KLHU  LAKE HAVASU CITY, AZ          34273280114213980004825  
 3591  WRIGHT AAF                    KLHW  FORT STEWART (HINESVILLE), GA 31530600081334200000460  
 3592  LA JUNTA MUNI                 KLHX  LA JUNTA, CO                  38030480103303670042380  
 3593  ADAMS FLD                     KLIT  LITTLE ROCK, AR               34434830092135880002580  
 3594  LORING AFB                    KLIZ  LIMESTONE, ME                 46570154067530910007460  
 3595  LANCASTER COUNTY-MCWHIRTER FLDKLKR  LANCASTER, SC                 34432190080511730004880  
 3596  LOUISA COUNTY/FREEMAN FLD     KLKU  LOUISA, VA                    38003700077580400004930  
 3597  LAKE COUNTY                   KLKV  LAKEVIEW, OR                  42094040120235280047289  
 3598  LAMAR MUNI                    KLLU  LAMAR, MO                     37292600094184000001015  
 3599  LOUISVILLE-WINSTON COUNTY     KLMS  LOUISVILLE, MS                33084590089034470005750  
 3600  KLAMATH FALLS INTERNATIONAL   KLMT  KLAMATH FALLS, OR             42092260121435550040920  
 3601  PALM BEACH COUNTY PARK        KLNA  WEST PALM BEACH, FL           26353600080050900000160  
 3602  LANCASTER                     KLNC  LANCASTER, TX                 32344460096430760005000  
 3603  HUNT FLD                      KLND  LANDER, WY                    42485500108434500055860  
 3604  LINCOLN MUNI                  KLNK  LINCOLN, NE                   40510280096453210012140  
 3605  KINGS LAND O'LAKES            KLNL  LAND O'LAKES, WI              46091800089122100017060  
 3606  LOST NATION                   KLNN  WILLOUGHBY, OH                41410105081232720006260  
 3607  LONESOME PINE                 KLNP  WISE, VA                      36591500082315000026792  
 3608  TRI-COUNTY REGIONAL           KLNR  LONE ROCK, WI                 43123600090110600007170  
 3609  LANCASTER                     KLNS  LANCASTER, PA                 40071780076174710004033  
 3610  KILLAM AND HURD               KLOI  LAREDO, TX                    27365550099311220005390  
 3611  DERBY FLD                     KLOL  LOVELOCK, NV                  40040500118334200039030  
 3612  BOWMAN FLD                    KLOU  LOUISVILLE, KY                38134140085394880005470  
 3613  LONDON-CORBIN ARPT-MAGEE FLD  KLOZ  LONDON, KY                    37051380084043670012122  
 3614  LOMPOC                        KLPC  LOMPOC, CA                    34395800120275600000880  
 3615  PICKENS COUNTY                KLQK  PICKENS, SC                   34483550082421090010130  
 3616  LARNED-PAWNEE COUNTY          KLQR  LARNED, KS                    38122910099050850020110  
 3617  LAREDO INTL                   KLRD  LAREDO, TX                    27323950099273970005080  
 3618  LITTLE ROCK AFB               KLRF  JACKSONVILLE, AR              34545900092084600003110  
 3619  LEMARS MUNI                   KLRJ  LEMARS, IA                    42463600096113700011960  
 3620  SHARPE AAF                    KLRO  SHARPE ARMY DEPOT/LATHROP, CA 37500000121160000000180  
 3621  LAS CRUCES INTERNATIONAL      KLRU  LAS CRUCES, NM                32172160106551700044540  
 3622  CREACH AAF                    KLSD  LEXINGTON BLUE GRASS DEPOT, KY38050000084190000010160  
 3623  LA CROSSE MUNI                KLSE  LA CROSSE, WI                 43524500091152240006540  
 3624  LAWSON AAF                    KLSF  FORT BENNING (COLUMBUS), GA   32201400084592400002320  
 3625  LOS BANOS MUNI                KLSN  LOS BANOS, CA                 37034300120520500001190  
 3626  NELLIS AFB                    KLSV  LAS VEGAS, NV                 36141038115020024018689  
 3627  ALTUS AFB                     KLTS  ALTUS, OK                     34395019099162441013796  
 3628  LUKE AFB                      KLUF  GLENDALE, AZ                  33320603112225667010900  
 3629  ELLINGTON                     KLUG  LEWISBURG, TN                 35302400086481500007070  
 3630  CINCINNATI MUNI-LUNKEN FLD    KLUK  CINCINNATI, OH                39061180084250720004830  
 3631  HESLER-NOBLE FLD              KLUL  LAUREL, MS                    31402060089101980002380  
 3632  LIVERMORE MUNI                KLVK  LIVERMORE, CA                 37413810121490150003970  
 3633  LAWRENCEVILLE/BRUNSWICK MUNI  KLVL  LAWRENCEVILLE, VA             36462000077474200003250  
 3634  MISSION FLD                   KLVM  LIVINGSTON, MT                45420000110270000046560  
 3635  LAS VEGAS MUNI                KLVS  LAS VEGAS, NM                 35391500105083070068740  
 3636  GREENBRIER VALLEY             KLWB  LEWISBURG, WV                 37512950080235890023025  
 3637  LAWRENCE MUNI                 KLWC  LAWRENCE, KS                  39004100095125600008320  
 3638  HARRIET FLD                   KLWL  WELLS, NV                     41070700114551700057720  
 3639  LAWRENCE MUNI                 KLWM  LAWRENCE, MA                  42430160071072610001490  
 3640  LEWISTON-NEZ PERCE COUNTY     KLWS  LEWISTON, ID                  46222860117005190014383  
 3641  LEWISTOWN MUNI                KLWT  LEWISTOWN, MT                 47025690109280810041670  
 3642  LAWRENCEVILLE-VINCENNES INTL  KLWV  LAWRENCEVILLE, IL             38453500087362700004290  
 3643  LITTLE FALLS-MORRISON COUNTY  KLXL  LITTLE FALLS, MN              45565600094204400011200  
 3644  LEXINGTON MUNI                KLXN  LEXINGTON, NE                 40472200099462900024090  
 3645  LAKE COUNTY                   KLXV  LEADVILLE, CO                 39131300106185800099270  
 3646  LYNCHBURG MUNI/PRESTON GLENN FKLYH  LYNCHBURG, VA                 37193620079120220009382  
 3647  LYONS-RICE COUNTY MUNI        KLYO  LYONS, KS                     38202400098133620016910  
 3648  GWINNETT COUNTY-BRISCOE FLD   KLZU  LAWRENCEVILLE, GA             33584740083574840010350  
 3649  DICKSON MUNI                  KM02  DICKSON, TN                   36074700087254800008910  
 3650  DENNIS F CANTRELL FLD         KM03  CONWAY, AR                    35045160092252670003260  
 3651  COVINGTON MUNI                KM04  COVINGTON, TN                 35350600089351400002780  
 3652  RUSSELLVILLE MUNI             KM06  RUSSELLVILLE, AR              35153200093053900003950  
 3653  SEARCY MUNI                   KM07  SEARCY, AR                    35124500091441200002600  
 3654  BOLIVAR-HARDEMAN COUNTY       KM08  BOLIVAR, TN                   35125400089023500005100  
 3655  BARRIER FLD                   KM09  YAZOO CITY, MS                32523210090243080001090  
 3656  JOHN BELL WILLIAMS            KM16  RAYMOND, MS                   32181150090243020002460  
 3657  PHILADELPHIA MUNI             KM17  PHILADELPHIA, MS              32475500089073000004530  
 3658  HOPE MUNI                     KM18  HOPE, AR                      33431500093394500003610  
 3659  NEWPORT MUNI                  KM19  NEWPORT, AR                   35382100091103500002370  
 3660  MUHLENBERG COUNTY             KM21  GREENVILLE, KY                37133200087092700004190  
 3661  MAYFIELD GRAVES COUNTY        KM25  MAYFIELD, KY                  36460860088350480005220  
 3662  HASSELL FLD                   KM29  CLIFTON, TN                   35230600087580300004010  
 3663  LAKE VILLAGE MUNI             KM32  LAKE VILLAGE, AR              33204200091185700001250  
 3664  SUMNER COUNTY REGIONAL        KM33  GALLATIN, TN                  36223700086243100005840  
 3665  FRANK FEDERER MEMORIAL        KM36  BRINKLEY, AR                  34524800091103500001940  
 3666  RULEVILLE-DREW                KM37  DREW, MS                      33463460090312970001370  
 3667  INTERMOUNTAIN REGIONAL        KM39  MENA, AR                      34330000094123100010690  
 3668  MONROE COUNTY                 KM40  ABERDEEN/AMORY, MS            33522610088292260002250  
 3669  HOLLY SPRINGS-MARSHALL COUNTY KM41  HOLLY SPRINGS, MS             34481530089311570005530  
 3670  GRENADA MUNI                  KM42  GRENADA, MS                   33495430089475160002070  
 3671  OKTIBBEHA                     KM51  STARKVILLE, MS                33293000088410000002500  
 3672  FRANKLIN WILKINS              KM52  LEXINGTON, TN                 35390200088223900005170  
 3673  HUMBOLDT MUNI                 KM53  HUMBOLDT, TN                  35480700088523000004200  
 3674  LEBANON MUNI                  KM54  LEBANON, TN                   36112800086185600005710  
 3675  LAMAR COUNTY                  KM55  VERNON, AL                    33504780088065560004630  
 3676  MONETT MUNI                   KM58  MONETT, MO                    36543000094010000013600  
 3677  HILLSBORO MUNI                KM66  HILLSBORO, KS                 38203500097125000014340  
 3678  POCAHONTAS MUNI               KM70  POCAHONTAS, AR                36142900090564500002720  
 3679  ALMYRA MUNI                   KM73  ALMYRA, AR                    34244690091275860002100  
 3680  MONTICELLO MUNI               KM76  MONTICELLO, AR                33381000091451000002700  
 3681  MALVERN MUNI                  KM78  MALVERN, AR                   34195700092454500005350  
 3682  RAYVILLE MUNICIPAL            KM79  RAYVILLE, LA                  32285700091460700000830  
 3683  HUNTSVILLE AIRPORT NORTH      KM82  HUNTSVILLE, AL                34512290086332240007580  
 3684  MCCHAREN FLD                  KM83  WEST POINT, MS                33350210088395990002050  
 3685  GIDEON MEMORIAL               KM85  GIDEON, MO                    36263800089541400002680  
 3686  ARKADELPHIA MUNI              KM89  ARKADELPHIA, AR               34031900093034500001810  
 3687  SPRINGFIELD MUNI              KM91  SPRINGFIELD, TN               36322300086551000007070  
 3688  SALINE COUNTY                 KM99  BENTON, AR                    34333000092363000003170  
 3689  FITCHBURG PAPER COMPANY       KMA38 FITCHBURG, MA                 42344700071494500005250  
 3690  SNOW                          KMA47 IPSWICH, MA                   42395900070511250000610  
 3691  US PROPERTY & FISCAL OFFICE   KMA57 NATICK, MA                    42170000071220000002000  
 3692  HERBERT SMART DOWNTOWN        KMAC  MACON, GA                     32492070083334430004630  
 3693  MADERA MUNI                   KMAE  MADERA, CA                    36591600120063800002530  
 3694  MIDLAND INTERNATIONAL         KMAF  MIDLAND, TX                   31563300102120630028710  
 3695  MARIANNA MUNI                 KMAI  MARIANNA, FL                  30500800085110200001130  
 3696  MALONE-DUFORT                 KMAL  MALONE, NY                    44511300074195600007710  
 3697  MARION COUNTY                 KMAO  MARION, SC                    34105160079200580000930  
 3698  MALDEN MUNI                   KMAW  MALDEN, MO                    36362000089592000002950  
 3699  MOBRIDGE MUNI                 KMBG  MOBRIDGE, SD                  45324700100242100017150  
 3700  MANISTEE CO/BLACKER           KMBL  MANISTEE, MI                  44162350086145610006204  
 3701  BRUCE CAMPBELL FLD            KMBO  MADISON, MS                   32261870090061080003260  
 3702  TRI CITY INTERNATIONAL        KMBS  SAGINAW, MI                   43315920084044680006681  
 3703  MURFREESBORO MUNI             KMBT  MURFREESBORO, TN              35523800086223900006150  
 3704  OMAR N BRADLEY                KMBY  MOBERLY, MO                   39275000092253500008660  
 3705  MC COMB/PIKE CO/J E LEWIS FLD KMCB  MC COMB, MS                   31103500090280800004131  
 3706  MC CLELLAN AFB                KMCC  SACRAMENTO, CA                38393531121235837000760  
 3707  MERCED MUNI/MACREADY FLD      KMCE  MERCED, CA                    37170520120304630001530  
 3708  MAC DILL AFB                  KMCF  TAMPA, FL                     27505652082311703000140  
 3709  KANSAS CITY INTL              KMCI  KANSAS CITY, MO               39175720094430380010260  
 3710  MCCOOK MUNI                   KMCK  MCCOOK, NE                    40122290100352900025790  
 3711  LEWIS B WILSON                KMCN  MACON, GA                     32413370083385750003540  
 3712  ORLANDO INTL                  KMCO  ORLANDO, FL                   28254300081185840000960  
 3713  MASON CITY MUNI               KMCW  MASON CITY, IA                43092820093195180012130  
 3714  WHITE COUNTY                  KMCX  MONTICELLO, IN                40423160086460030006760  
 3715  MARTIN COUNTY                 KMCZ  WILLIAMSTON, NC               35513740077104590000760  
 3716  MIDLAND AIRPARK               KMDD  MIDLAND, TX                   32020780102060560028020  
 3717  SOUTHERN ILLINOIS             KMDH  CARBONDALE/MURPHYSBORO, IL    37464670089145940004114  
 3718  MADISON MUNI                  KMDS  MADISON, SD                   44010000097050000017140  
 3719  HARRISBURG INTL-OLMSTED FLD   KMDT  MIDDLETOWN, PA                40113630076454940003101  
 3720  CHICAGO MIDWAY                KMDW  CHICAGO, IL                   41470990087450790006190  
 3721  TAYLOR COUNTY                 KMDZ  MEDFORD, WI                   45055800090182000014630  
 3722  CHESUNCOOK FORESTRY DISTRICT  KME18 CHESUNCOOK, ME                45530000069140000009600  
 3723  SEBOOMOOK FORESTRY DIST HDQTRSKME72 PITTSTON FARM, ME             45530000069590000010810  
 3724  LAURINBURG-MAXTON             KMEB  MAXTON, NC                    34473040079215790002200  
 3725  KEY FLD                       KMEI  MERIDIAN, MS                  32195880088450420002970  
 3726  MEADE MUNI                    KMEJ  MEADE, KS                     37165200100212700025280  
 3727  MEMPHIS INTL                  KMEM  MEMPHIS, TN                   35025920089584340003322  
 3728  CASTLE AFB                    KMER  MERCED, CA                    37224995120340178001881  
 3729  DOUGLAS COUNTY                KMEV  MINDEN, NV                    39000200119450700047180  
 3730  MAPLETON MUNI                 KMEY  MAPLETON, IA                  42104200095473600011160  
 3731  MANSFIELD LAHM MUNI           KMFD  MANSFIELD, OH                 40491690082310030012970  
 3732  MILLER INTL                   KMFE  MC ALLEN, TX                  26103140098141770001073  
 3733  MARSHFIELD MUNI               KMFI  MARSHFIELD, WI                44381290090112110012771  
 3734  MEDFORD-JACKSON COUNTY        KMFR  MEDFORD, OR                   42222060122521720013310  
 3735  ACCOMACK COUNTY               KMFV  MELFA, VA                     37384830075454100000480  
 3736  MICHIGAN CITY                 KMGC  MICHIGAN CITY, IN             41421180086491640006540  
 3737  DOBBINS AFB/ATLANTA NAS       KMGE  MARIETTA, GA                  33545460084305910010683  
 3738  ORANGE COUNTY                 KMGJ  MONTGOMERY, NY                41304100074155100003850  
 3739  DANNELLY FLD                  KMGM  MONTGOMERY, AL                32180180086233850002210  
 3740  MOULTRIE MUNI                 KMGR  MOULTRIE, GA                  31050500083481210002940  
 3741  MORGANTOWN MUNI-WLB HART FLD  KMGW  MORGANTOWN, WV                39383440079545900012480  
 3742  DAYTON GENERAL ARPT SOUTH     KMGY  DAYTON, OH                    39352820084132620009610  
 3743  MITCHELL MUNI                 KMHE  MITCHELL, SD                  43462940098021770013020  
 3744  MANHATTAN MUNI                KMHK  MANHATTAN, KS                 39082750096401400010560  
 3745  MARSHALL MEML MUNI            KMHL  MARSHALL, MO                  39055000093121000007780  
 3746  METTER MUNI                   KMHP  METTER, GA                    32222500082044800001970  
 3747  MATHER AFB                    KMHR  SACRAMENTO, CA                38335320121182340000960  
 3748  MANCHESTER ARPT-GRENIER INDUS KMHT  MANCHESTER, NH                42560040071261750002340  
 3749  MOJAVE                        KMHV  MOJAVE, CA                    35033000118090000027870  
 3750  MIAMI INTL                    KMIA  MIAMI, FL                     25473440080172680000110  
 3751  MINOT AFB                     KMIB  MINOT, ND                     48245671101212732016680  
 3752  CRYSTAL                       KMIC  MINNEAPOLIS, MN               45034270093211300008690  
 3753  DELAWARE COUNTY-JOHNSON FLD   KMIE  MUNCIE, IN                    40143090085234660009370  
 3754  MIAMI MUNI                    KMIO  MIAMI, OK                     36543100094531500008060  
 3755  SHAFTER-MINTER FLD            KMIT  SHAFTER, CA                   35302150119112610004220  
 3756  MILLVILLE MUNI                KMIV  MILLVILLE, NJ                 39220480075042840000834  
 3757  MARSHALLTOWN MUNI             KMIW  MARSHALLTOWN, IA              42070000092550000009740  
 3758  JACKSON MUNI                  KMJQ  JACKSON, MN                   43390000094590000014460  
 3759  MILLER MUNI                   KMKA  MILLER, SD                    44310000098572700015730  
 3760  KANSAS CITY DOWNTOWN          KMKC  KANSAS CITY, MO               39072370094353300007585  
 3761  GENERAL MITCHELL INTERNATIONALKMKE  MILWAUKEE, WI                 42564840087534890007230  
 3762  MUSKEGON COUNTY               KMKG  MUSKEGON, MI                  43101010086141740006280  
 3763  MOUNTAIN EMPIRE               KMKJ  MARION/WYTHEVILLE, VA         36534100081210030025590  
 3764  MC KELLAR-SIPES REGIONAL      KMKL  JACKSON, TN                   35355930088545600004340  
 3765  DAVIS FLD                     KMKO  MUSKOGEE, OK                  35393000095214500006100  
 3766  MANKATO MUNI                  KMKT  MANKATO, MN                   44131800093550660010200  
 3767  MARCO ISLAND                  KMKY  MARCO ISLAND, FL              25494600081402200000060  
 3768  MELBOURNE REGIONAL            KMLB  MELBOURNE, FL                 28060890080384570000350  
 3769  MC ALESTER REGIONAL           KMLC  MC ALESTER, OK                34525630095465950007700  
 3770  MILLARD                       KMLE  OMAHA, NE                     41114600096064300010510  
 3771  MILFORD MUNI                  KMLF  MILFORD, UT                   38253600113004200050390  
 3772  QUAD-CITY                     KMLI  MOLINE, IL                    41265540090302360005890  
 3773  BALDWIN COUNTY                KMLJ  MILLEDGEVILLE, GA             33091000083141200003850  
 3774  FRANK WILEY FLD               KMLS  MILES CITY, MT                46254060105530840026277  
 3775  MILLINOCKET MUNI              KMLT  MILLINOCKET, ME               45385200068410990004080  
 3776  MONROE REGIONAL               KMLU  MONROE, LA                    32303860092021520000790  
 3777  MAMMOTH-JUNE LAKES            KMMH  MAMMOTH LAKES, CA             37372680118501600071279  
 3778  MCMINN COUNTY                 KMMI  ATHENS, TN                    35234500084334500008500  
 3779  MERIDEN MARKHAM MUNI          KMMK  MERIDEN, CT                   41303100072494780001030  
 3780  MARSHALL MUNI-RYAN FLD        KMML  MARSHALL, MN                  44264900095490900011790  
 3781  SELFS                         KMMS  MARKS, MS                     34135300090172200001600  
 3782  MC ENTIRE ANGB                KMMT  COLUMBIA, SC                  33551444080482511002520  
 3783  MORRISTOWN MUNI               KMMU  MORRISTOWN, NJ                40475730074245500001871  
 3784  MC MINNVILLE MUNI             KMMV  MC MINNVILLE, OR              45114140123080200001590  
 3785  RAY S MILLER AAF (ANG)        KMN19 CAMP RIPLEY (LITTLE FALLS), MN46052380094213030011493  
 3786  MOUNTAIN VIEW                 KMNF  MOUNTAIN VIEW, MO             36593200091424500011650  
 3787  CLARENDON COUNTY              KMNI  MANNING, SC                   33351300080123190001040  
 3788  MARION MUNI                   KMNN  MARION, OH                    40365830083034890009940  
 3789  MONROE COUNTY                 KMNV  MADISONVILLE, TN              35324500084224700010310  
 3790  LAKE WINNEBAGO MUNI           KMO08 LAKE WINNEBAGO, MO            38485100094183100009590  
 3791  MOUNTAIN GROVE MEMORIAL       KMO19 MOUNTAIN GROVE, MO            37071300092184400014760  
 3792  PIEDMONT MUNI                 KMO27 PIEDMONT, MO                  37073600090424600004670  
 3793  STOCKTON MUNI                 KMO43 STOCKTON, MO                  37393700093490100010450  
 3794  WASHINGTON MEMORIAL           KMO49 WASHINGTON, MO                38353200090595200004870  
 3795  WENTZVILLE                    KMO50 WENTZVILLE, MO                38491500090500500006430  
 3796  HERMANN MUNI                  KMO86 HERMANN, MO                   38421600091291500005100  
 3797  BATES FLD                     KMOB  MOBILE, AL                    30412840088143410002180  
 3798  MODESTO CITY-CO-HARRY SHAM FLDKMOD  MODESTO, CA                   37373320120571220000966  
