 1276  PUNTA INDIO MIL               SAAI  PUNTA INDIO, ARGENTINA        3520360}057174800000520  
 1277  GENERAL URQUIZA               SAAP  PARANA, ARGENTINA             3147420}060283000002430  
 1278  ROSARIO                       SAAR  ROSARIO, ARGENTINA            3254120}060471200000820  
 1279  AEROPARQUE JORGE NEWBERY      SABE  BUENOS AIRES, ARGENTINA       3433420}058245400000200  
 1280  CORDOBA                       SACO  CORDOBA, ARGENTINA            3119360}064122400016040  
 1281  GOBERNADOR GORDILLO           SACT  GOBERNADOR GORDILLO, ARGENTINA3021300}066172400015030  
 1282  DON TORCUATO                  SADD  BUENOS AIRES, ARGENTINA       3429480}058360600000160  
 1283  SAN FERNANDO                  SADF  SAN FERNANDO, ARGENTINA       3427060}058351800000100  
 1284  MARIANO MORENO                SADJ  JOSE C PAZ, ARGENTINA         3433300}058472400000920  
 1285  LA PLATA                      SADL  LA PLATA, ARGENTINA           3458360}057534200000720  
 1286  EZEIZA/MINISTRO PISTARINI INTLSAEZ  BUENOS AIRES, ARGENTINA       3449120}058320000000660  
 1287  MENDOZA AEROPARQUE            SAMQ  MENDOZA, ARGENTINA            3252000}068521800026480  
 1288  CATAMARCA                     SANC  CATAMARCA, ARGENTINA          2835420}065451800015220  
 1289  SANTIAGO DEL ESTERO           SANE  SANTIAGO DEL ESTERO, ARGENTINA2746060}064184200006560  
 1290  CAP VICENTE ALMANDOS ALMONACIDSANL  LA RIOJA, ARGENTINA           2922480}066474200014370  
 1291  TENIENTE BENJAMIN MATIENZO    SANT  TUCUMAN, ARGENTINA            2650240}065061200014600  
 1292  RIO CUARTO/AREA DE MATERIAL   SAOC  RIO CUARTO, ARGENTINA         3305120}064154200013810  
 1293  SAN LUIS                      SAOU  SAN LUIS, ARGENTINA           3316240}066212400023290  
 1294  CORRIENTES                    SARC  CORRIENTES, ARGENTINA         2727000}058454800002030  
 1295  RESISTENCIA                   SARE  RESISTENCIA, ARGENTINA        2727000}059032400001740  
 1296  CATARATAS DEL IGUAZU          SARI  IGUAZU, ARGENTINA             2544120}054282400009150  
 1297  POSADAS                       SARP  POSADAS, ARGENTINA            2723060}055580600004300  
 1298  SALTA                         SASA  SALTA, ARGENTINA              2451300}065290000040780  
 1299  GOBERNADOR HARACIO GUZMAN     SASJ  JUJUY, ARGENTINA              2423420}065054800030220  
 1300  GOYA                          SATG  GOYA, ARGENTINA               2906240}059131200001280  
 1301  ALFEREZ ARMANDO RODRIGUEZ     SATK  LAS LOMITAS, ARGENTINA        2443300}060324200004260  
 1302  MERCEDES                      SATM  MERCEDES, ARGENTINA           2913240}058051800003450  
 1303  GENERAL ENRIQUE MOSCONI       SAVC  COMODORO RIVADAVIA, ARGENTINA 4547180}067281200001900  
 1304  ANTOINE DE ST EXUPERY         SAVN  SAN ANTONIO OESTE, ARGENTINA  4045060}065020600000850  
 1305  GOBERNADOR CASTELLO           SAVV  VIEDMA, ARGENTINA             4052120}063000600000200  
 1306  PUERTO DESEADO                SAWD  PUERTO DESEADO, ARGENTINA     4744120}065541800002660  
 1307  RIO GRANDE                    SAWE  RIO GRANDE, ARGENTINA         5346420}067450000000660  
 1308  CAP D JOSE D VAQUEZ           SAWJ  SAN JULIAN, ARGENTINA         4918300}067481200001900  
 1309  GOBERNADOR GREGORES           SAWR  GOBERNADOR GREGORES, ARGENTINA4847000}070091800011680  
 1310  COMANDANTE ESPORA MIL/CIV     SAZB  BAHIA BLANCA, ARGENTINA       3843240}062101800002460  
 1311  OLAVARRIA                     SAZF  OLAVARRIA, ARGENTINA          3653300}060130000005510  
 1312  MAR DEL PLATA                 SAZM  MAR DEL PLATA, ARGENTINA      3756060}057342400000720  
 1313  NEUQUEN                       SAZN  NEUQUEN, ARGENTINA            3857000}068092400008960  
 1314  SAN CARLOS DE BARILOCHE       SAZS  SAN CARLOS DE BARILOCHE,ARGENT4109060}071093000027740  
 1315  AFONSOS MIL                   SBAF  RIO DE JANIERO, BRAZIL        2252300}043230600001120  
 1316  SANTA MARIA CIV               SBAR  ARACAJU, BRAZIL               1059000}037040000000250  
 1317  VAL DE CAES INTL MIL/CIV      SBBE  BELEM, BRAZIL                 0122420}048283600000550  
 1318  COMANDANTE GUSTAVO KRAEMER    SBBG  BAGE, BRAZIL                  3123360}054064200006000  
 1319  PAMPULHA MIL/CIV              SBBH  BELO HORIZONTE, BRAZIL        1951060}043570000025870  
 1320  BRASILIA INTL                 SBBR  BRASILIA, BRAZIL              1551480}047544800034730  
 1321  BAURU                         SBBU  BAURU, BRAZIL                 2220420}049031200020180  
 1322  BOA VISTA INTL                SBBV  BOA VISTA, BRAZIL             02504200060412400002730  
 1323  TANCREDO NEVES                SBCF  BELO HORIZONTE, BRAZIL        1938000}043580000027160  
 1324  BARTOLOMEU LISANDRO           SBCP  CAMPOS, BRAZIL                2142000}041181200000560  
 1325  CORUMBA INTL                  SBCR  CORUMBA, BRAZIL               1900480}057401800004610  
 1326  AFONSO PENA                   SBCT  CURITIBA, BRAZIL              2531480}049103600029900  
 1327  CARAVELAS                     SBCV  CARAVELAS, BRAZIL             1739120}039151200000360  
 1328  PRESIDENTE PRUDENTE           SBDN  PRUDENTE, BRAZIL              2210300}051252400014770  
 1329  EDUARDO GOMES INTL            SBEG  MANAUS, BRAZIL                0302180}060030000002790  
 1330  HERCILIO LUZ MIL/CIV          SBFL  FLORIANOPOLIS, BRAZIL         2739540}048330600000190  
 1331  PINTO MARTINS MIL/CIV         SBFZ  FORTALEZA, BRAZIL             0346360}038320000000820  
 1332  RIO DE JANEIRO INTL/GALEAO    SBGL  RIO DE JANERIO, BRAZIL        2248300}043143600000300  
 1333  GUARULHOS INTL                SBGR  SAO PAULO, BRAZIL             2326000}046281200024590  
 1334  PONTA GROSSA                  SBGS  PONTA GROSSA, BRAZIL          2511120}050083600025880  
 1335  ITAITUBA                      SBIH  ITAITUBA, BRAZIL              0414300}056000000001100  
 1336  JULIO CESAR MIL/CIV           SBJC  BELEM, BRAZIL                 0124480}048273600000520  
 1337  PRES CASTRO PINTO             SBJP  JOAO PESSOA, BRAZIL           0708540}034570000002130  
 1338  JOINVILLE                     SBJV  JOINVILLE, BRAZIL             2613240}048480600000150  
 1339  VIRACOPOS                     SBKP  CAMPINAS, BRAZIL              2300180}047081800021700  
 1340  LONDRINA                      SBLO  LONDRINA, BRAZIL              2319480}051075400018670  
 1341  LAGOA SANTA (MIL)             SBLS  BELO HORIZONTE, BRAZIL        1940000}043540000027950  
 1342  MARINGA                       SBMG  MARINGA, BRAZIL               2326120}051543600018320  
 1343  CAMPO DOS PALMARES            SBMO  MACEIO, BRAZIL                0930420}035480000003870  
 1344  MACAPA INTL                   SBMQ  MACAPA, BRAZIL                00031200051041800000800  
 1345  NAVEGANTES/ITAJAI             SBNF  NAVEGANTES/ITAJAI, BRAZIL     2652480}048390600000180  
 1346  AUGUSTO SEVERO MIL/CIV        SBNT  NATAL, BRAZIL                 0554480}035144800001690  
 1347  SALGADO FILHO                 SBPA  PORTO ALEGRE, BRAZIL          2959420}051101800000100  
 1348  LAURO KURTZ                   SBPF  PASSO FUNDO, BRAZIL           2814420}052195400023590  
 1349  PELOTAS                       SBPK  PELOTAS, BRAZIL               3143060}052194800000590  
 1350  PORTO NACIONAL                SBPN  PORTO NACIONAL, BRAZIL        1043000}048235400008700  
 1351  PONTA PORA INTL               SBPP  PONTA PORA, BRAZIL            2233000}055421200021560  
 1352  PORTO VELHO                   SBPV  PORTO VELHO, BRAZIL           0842360}063540600002900  
 1353  PRESIDENTE MEDICI             SBRB  RIO BRANCO, BRAZIL            0959360}067480000004530  
 1354  GUARARAPES MIL/CIV            SBRF  RECIFE, BRAZIL                0807360}034552400000330  
 1355  RIO GRANDE                    SBRG  RIO GRANDE, BRAZIL            3204540}052100000000200  
 1356  LEITE LOPES                   SBRP  RIBEIRAO PRETO, BRAZIL        2107540}047463600018020  
 1357  SANTA CRUZ MIL                SBSC  RIO DE JANEIRO, BRAZIL        2255420}043431800000100  
 1358  SAO JOSE DOS CAMPOS           SBSJ  SAO JOSE DOS CAMPOS, BRAZIL   2313420}045514800021200  
 1359  MARECHAL CUNHA MACHADO        SBSL  SAO LUIS, BRAZIL              0235120}044141200001780  
 1360  SANTA MARIA MIL/CIV           SBSM  SANTA MARIA, BRAZIL           2942420}053411800002870  
 1361  CONGONHAS                     SBSP  SAO PAULO, BRAZIL             2337360}046391200026310  
 1362  SANTOS AB                     SBST  SAO PAULO, BRAZIL             2355480}046175400000100  
 1363  DOIS DE JULHO MIL/CIV         SBSV  SALVADOR, BRAZIL              1254480}038200600000630  
 1364  TABATINGA INTL                SBTT  TABATINGA, BRAZIL             0415240}069560600002790  
 1365  SAO GABRIEL DA CACHOEIRA      SBUA  GABRIEL, BRAZIL               0008540}066590600002580  
 1366  GOIABEIRAS                    SBVT  VITORIA, BRAZIL               2015240}040171800000110  
 1367  CAMPO FONTENELLE MIL          SBYS  PIRACUNUNGA, BRAZIL           2159060}047200600019590  
 1368  PUPELDE                       SCAC  ANCUD, CHILE                  4154000}073473600003750  
 1369  ALTO PALENA                   SCAP  ALTO PALENA, CHILE            4336420}071481800009100  
 1370  CHACALLUTA                    SCAR  ARICA, CHILE                  1820480}070201800001800  
 1371  BALMACEDA                     SCBA  BALMACEDA, CHILE              4555000}071411200017130  
 1372  BARRILES                      SCBE  TOCOPILLA, CHILE              2208180}070034200032000  
 1373  EL BOSQUE MIL                 SCBQ  SANTIAGO, CHILE               3333420}070412400018440  
 1374  CHILE CHICO                   SCCC  CHILE CHICO, CHILE            4634540}071413600010700  
 1375  EL LOA                        SCCF  CALAMA, CHILE                 2229480}068541200076060  
 1376  GENERAL BERNARDO O'HIGGINS    SCCH  CHILLAN, CHILE                3635060}072015400004860  
 1377  CARLOS IBANEZ DEL CAMPO INTL  SCCI  PUNTA ARENAS, CHILE           5300180}070511800001440  
 1378  QUIVOLGO                      SCCT  CONSTITUCION, CHILE           3518360}072234200000450  
 1379  TENIENTE VIDAL                SCCY  COYHAIQUE, CHILE              4535360}072063000010200  
 1380  DIEGO ARACENA INTL            SCDA  IQUIQUE, CHILE                2032060}070104200001570  
 1381  ALMIRANTE SCHOEDERS           SCDW  ISLA DAWSON, CHILE            5336360}070281800001600  
 1382  ARTURO MERINO BENITEZ INTL    SCEL  SANTIAGO, CHILE               3323180}070471800015540  
 1383  CERRO MORENO INTL             SCFA  ANTOFAGASTA, CHILE            2326480}070264200004600  
 1384  CAPTAIN FUENTES MARTINEZ      SCFM  PORVENIR, CHILE               5315180}070190600000980  
 1385  MARIA DOLORES                 SCGE  LOS ANGELES, CHILE            3724120}072253600003740  
 1386  GUARDIAMARINA ZANARTU         SCGZ  PUERTO WILLIAMS, CHILE        5455540}067373600000850  
 1387  CHAMONATE                     SCHA  COPIAPO, CHILE                2717480}070244800009540  
 1388  CARRIEL SUR INTL              SCIE  CONCEPCION, CHILE             3646240}073034800000430  
 1389  ROBINSON CRUSOE               SCIR  ISLA ROBINSON CRUSOE, CHILE   3340000}078590000004660  
 1390  CANAL BAJO/CARLOS HOTT SIEBERTSCJO  OSORNO, CHILE                 4036300}073033000001900  
 1391  VALLENAR                      SCLL  VALLENAR, CHILE               2835420}070451800017250  
 1392  TENIENTE R  MARSH MARTIN      SCRM  ISLA REY JORGE,KGI, ANTARCTICA6211240}058591200001560  
 1393  LA FLORIDA                    SCSE  LA SERENA, CHILE              2954420}071115400004790  
 1394  SANTO DOMINGO                 SCSN  SANTO DOMINGO, CHILE          3339180}071370000002450  
 1395  EULOGIO SANCHEZ               SCTB  SANTIAGO, CHILE               3326480}070330000021290  
 1396  MAQUEHUE                      SCTC  TEMUCO, CHILE                 3846060}072380600003050  
 1397  EL TEPUAL INTL                SCTE  PUERTO MONTT, CHILE           4126240}073053600002960  
 1398  LOS CERRILLOS                 SCTI  SANTIAGO, CHILE               3329360}070415400016780  
 1399  PICHOY                        SCVD  VALDIVIA, CHILE               3939000}073051200000630  
 1400  VINA DEL MAR MIL/CIV          SCVM  VINA DEL MAR, CHILE           3256480}071214800004560  
 1401  CHACHOAN DGAC                 SEAM  AMBATO, ECUADOR               0112480}078343000083000  
 1402  LOS PERALES DGAC              SEBC  BAHIA DE CARAQUEZ, ECUADOR    0036180}080241800000100  
 1403  FRANCISCO DE ORELLANA DGAC    SECO  COCA, ECUADOR                 0027480}076591200009840  
 1404  MARISCAL LAMAR DGAC           SECU  CUENCA, ECUADOR               0253240}078590000082840  
 1405  GENERAL RIVADENEIRA DGAC      SEES  ESMERALDAS, ECUADOR           00583600079374200000230  
 1406  SEYMOUR FAE/DGAC              SEGS  GALAPAGOS,GALAPAGOS I, ECUADOR0027180}090155400000520  
 1407  SIMON BOLIVAR INTL FAE/DGAC   SEGU  GUAYAQUIL, ECUADOR            0209300}079530000000170  
 1408  GUALAQUIZA DGAC               SEGZ  GUALAQUIZA, ECUADOR           0325300}078340000030550  
 1409  ATAHUALPA DGAC                SEIB  IBARRA, ECUADOR               00201800078081200073800  
 1410  LAGO AGRIO DGAC               SELA  LAGO AGRIO, ECUADOR           0005420}076520000009810  
 1411  COTOPAXI INTL FAE/DGAC        SELT  LATACUNGA, ECUADOR            0054240}078365400091610  
 1412  MACAS DGAC                    SEMC  MACAS, ECUADOR                0220060}078080000032810  
 1413  GENERAL SERRANO DGAC          SEMH  MACHALA, ECUADOR              0315540}079574200000130  
 1414  EL CARMEN DGAC                SEMO  MONTALVO, ECUADOR             0204060}076583000009600  
 1415  ELOY ALFARO INTL DGAC         SEMT  MANTA, ECUADOR                0057120}080411800000390  
 1416  RIO AMAZONAS DGAC             SEPA  PASTAZA, ECUADOR              0129480}078024200034210  
 1417  REALES TAMARINDOS DGAC        SEPV  PORTOVIEJO, ECUADOR           0102360}080281800001440  
 1418  MARISCAL SUCRE INTL FAE/DGAC  SEQU  QUITO, ECUADOR                0008300}078291800092230  
 1419  CHIMBORAZO DGAC               SERB  RIOBAMBA, ECUADOR             0139120}078391800091850  
 1420  GENERAL ULPIANO PAEZ FAE/DGAC SESA  SALINAS, ECUADOR              0212000}080590600000130  
 1421  SANTO DOMINGO DE LOS COLORADOSSESD  SANTO DOM DE LOS COLORADOS,EC 0014540}079125400018270  
 1422  SAN CRISTOBAL DGAC            SEST  SAN CRISTOBAL,GALAPA I,ECUADOR0054360}089371200000580  
 1423  CAMILO PONCE DGAC             SETM  LOJA, ECUADOR                 0359420}079221200040610  
 1424  EL ROSAL TINIENTE MANTILLA    SETU  TULCAN, ECUADOR               00484200077422400096790  
 1425  STANLEY                       SFAL  STANLEY, FALKLAND I, U KINGDOM5141120}057461200000750  
 1426  SILVIO PETTIROSSI INTL        SGAS  ASUNCION, PARAGUAY            2514240}057311200002920  
 1427  MARISCAL LOPEZ                SGCO  CONCEPCION, PARAGUAY          2326360}057254200002620  
 1428  GUARANI INTL                  SGES  CIUDAD DEL ESTE, PARAGUAY     2527120}054513600008460  
 1429  FILADELFIA                    SGFI  FILADELFIA, PARAGUAY          2221420}060031200004560  
 1430  ITAIPU/BINATIONAL             SGIB  ITAIPU, PARAGUAY              2524360}054370600007640  
 1431  MARISCAL ESTIGARRIBIA MIL     SGME  MARISCAL ESTIGARRIBIA,PARAGUAY2202420}060371200005450  
 1432  PILAR                         SGPI  PILAR, PARAGUAY               2652540}058190600001870  
 1433  EL EDEN                       SKAR  ARMENIA, COLOMBIA             04271200075460000039600  
 1434  PALONEGRO                     SKBG  BUCARAMANGA, COLOMBIA         07074200073110600038960  
 1435  ERNESTO CORTISSOZ             SKBQ  BARRANQUILLA, COLUMBIA        10532400074465400000940  
 1436  BUENAVENTURA                  SKBU  BUENAVENTURA, COLOMBIA        03490600076593600000500  
 1437  CAMILO DAZA                   SKCC  CUCUTA, COLOMBIA              07553600072304200010960  
 1438  MANDINGA                      SKCD  CONDOTO,COLOMBIA              05041800076403000002150  
 1439  RAFAEL NUNEZ                  SKCG  CARTAGENA, COLOMBIA           10265400075303600000050  
 1440  ALFONSO BONILLA ARAGON INTL   SKCL  CALI, COLOMBIA                03324200076225400031620  
 1441  LA FLORIDA                    SKCO  TUMACO, COLOMBIA              01485400078450000000070  
 1442  YARIGUIES                     SKEJ  BARRANCABERMEJA, COLOMBIA     07013000073483600004120  
 1443  GUSTAVO ARTUNDUAGA PAREDES    SKFL  FLORENCIA, COLOMBIA           01352400075335400007990  
 1444  SANTIAGO VILA                 SKGI  GIRARDOT, COLOMBIA            04163600072474200009360  
 1445  PERALES                       SKIB  IBAGUE, COLOMBIA              04251800075080000030440  
 1446  SAN LUIS                      SKIP  IPIALES, COLOMBIA             00514200077404200097620  
 1447  ALFREDO VASQUEZ COBO          SKLT  LETICIA, COLOMBIA             0411420}069563600002770  
 1448  BARACOA                       SKMG  MAGANGUE, COLOMBIA            09170600074504200001780  
 1449  LOS GARZONES                  SKMR  MONTERIA, COLOMBIA            08492400075493000000360  
 1450  LA NUBIA                      SKMZ  MANIZALES, COLOMBIA           05014200075275400068240  
 1451  BENITO SALAS                  SKNV  NEIVA, COLOMBIA               02564800075174200014400  
 1452  MATECANA                      SKPE  PEREIRA, COLOMBIA             04484800075440000044160  
 1453  GUILLERMO LEON VALENCIA       SKPP  POPAYAN, COLOMBIA             02272400076364800056870  
 1454  ANTONIO NARINO                SKPS  PASTO, COLOMBIA               01235400077173000059500  
 1455  JOSE MARIA CORDOVA MIL/CIV    SKRG  MEDELLIN/RIO NEGRO, COLOMBIA  06095400075251800070280  
 1456  ALMIRANTE PADILLA             SKRH  RIO HACHA, COLOMBIA           11313000072553000000480  
 1457  JORGE E  GONZALEZ             SKSJ  SAN JOSE DEL GUAVIARE,COLOMBIA02344800072382400006030  
 1458  SIMON BOLIVAR                 SKSM  SANTA MARTA, COLOMBIA         11071800074134200000200  
 1459  ALBERTO LLERAS CAMARGO        SKSO  SOGAMOSO, COLOMBIA            05403600072581200081410  
 1460  GUSTAVO ROJAS PINILLA         SKSP  SAN ANDRES,S ANDRES I,COLOMBIA12350000081424200000200  
 1461  EL CARANO                     SKUI  QUIBDO, COLOMBIA              05412400076383000002200  
 1462  FARFAN                        SKUL  TULUA, COLOMBIA               04055400076132400031320  
 1463  ALFONSO LOPEZ PUMAREJO        SKVP  VALLEDUPAR, COLOMBIA          10260000073150000004530  
 1464  VANGUARDIA                    SKVV  VILLAVICENCIO, COLOMBIA       04100600073365400013880  
 1465  EL YOPAL MIL/CIV              SKYP  EL YOPAL, COLOMBIA            05190600072231200010240  
 1466  ASCENSION DE GUARAYOS         SLAS  ASCENSION DE GUARAYOS, BOLIVIA1543120}063053600008090  
 1467  BERMEJO                       SLBJ  BERMEJO, BOLIVIA              2246000}064184200012500  
 1468  CAMIRI                        SLCA  CAMIRI, BOLIVIA               2000240}063313600026180  
 1469  JORGE WILSTERMAN MIL/CIV      SLCB  COCHABAMBA, BOLIVIA           1725180}066104200083600  
 1470  CHARANA                       SLCN  CHARANA, BOLIVIA              1735420}069260000133200  
 1471  COBIJA                        SLCO  COBIJA, BOLIVIA               1102420}068470000008890  
 1472  CONCEPCION                    SLCP  CONCEPCION, BOLIVIA           1608420}062013600017780  
 1473  EL TROMPILLO MIL/CIV          SLCZ  SANTA CRUZ, BOLIVIA           1748480}063101800013720  
 1474  CAP DE AV EMILIO BELTRAN      SLGY  GUAYARAMERIN, BOLIVIA         1049240}065204200004270  
 1475  SAN JOAQUIN                   SLJO  SAN JOAQUIN, BOLIVIA          1303120}064393600004590  
 1476  MAGDALENA                     SLMG  MAGDALENA, BOLIVIA            1315240}064033600004630  
 1477  JUAN MENDOJA                  SLOR  ORURO, BOLIVIA                1757540}067043600121420  
 1478  CAPTAIN NICHOLAS ROJAS        SLPO  POTOSI, BOLIVIA               1932420}065433000129110  
 1479  CAP AV SALVADOR OGAYA G       SLPS  PUERTO SUAREZ, BOLIVIA        1858360}057491800004400  
 1480  ROBORE                        SLRB  ROBORE, BOLIVIA               1819420}059460000009090  
 1481  RURRENABAQUE                  SLRQ  RURRENABAQUE, BOLIVIA         1428000}067340000006600  
 1482  REYES                         SLRY  REYES, BOLIVIA                1419240}067233000006380  
 1483  SANTA ANA                     SLSA  SANTA ANA, BOLIVIA            1345360}065260600004720  
 1484  CAPTAIN GERMAN QUIROGA G      SLSB  SAN BORJA, BOLIVIA            1451300}066441800006360  
 1485  CAP AV J COCHAMANIDIS SAUCEDO SLSI  SAN IGNACIO DE VELASCO,BOLIVIA1623060}060575400013550  
 1486  SAN IGNACIO DE MOXOS          SLSM  SAN IGNACIO DE MOXOS, BOLIVIA 1459540}065385400005250  
 1487  JUANA AZURDUY DE PADILLA      SLSU  SUCRE, BOLIVIA                1900240}065171800095270  
 1488  CAPITAN ORIEL LEA PLAZA       SLTJ  TARIJA, BOLIVIA               2133180}064420600060840  
 1489  TTE AV JORGE HENRICH ARAUZ    SLTR  TRINIDAD, BOLIVIA             1449180}064550000005090  
 1490  TCNL RAFAEL PABON             SLVM  VILLA MONTES, BOLIVIA         2115180}063241200013060  
 1491  VIRU VIRU INTL                SLVR  SANTA CRUZ, BOLIVIA           1738420}063080600012240  
 1492  YACUIBA                       SLYA  YACUIBA, BOLIVIA              2157300}063390600021160  
 1493  JOHAN ADOLFO PENGEL INTL      SMJP  ZANDERY, SURINAME             05271200055112400000590  
 1494  ST GEORGES DE L'OYAPOCK       SOOG  ST.GEORGES DE L'OYAP,F GUIANA 03535400051481200000460  
 1495  ALFEREZ F VLADIMIR S BAUER    SPAS  ANDOAS, PERU                  0247480}076275400007540  
 1496  MOYOBAMBA                     SPBB  MOYOBAMBA, PERU               0601120}076591200027500  
 1497  CABALLOCOCHA                  SPBC  CABALLOCOCHA, PERU            0355000}070302400003280  
 1498  PUCALLPA MIL/CIV              SPCL  PUCALLPA, PERU                0822420}074343000005150  
 1499  TENIENTE FAP J A DE M MORALES SPEO  CHIMBOTE, PERU                0908420}078311800000700  
 1500  CESAR TORQUE PODESTA          SPEQ  MOQUEGUA, PERU                1710420}070560600044800  
 1501  TINGO MARIA                   SPGM  TINGO MARIA, PERU             0917240}076001200020100  
 1502  CAP JOSE ABELARDO Q GONZALAS  SPHI  CHICLAYO, PERU                0647180}079493600000950  
 1503  COR FAP ALFRED MENDIVIL DUARTESPHO  AYACUCHO, PERU                1309120}074121800089170  
 1504  COM FAP GERMAN ARIAS GRAZZIANISPHZ  ANTA, PERU                    0920540}077354800090220  
 1505  QUINCEMIL                     SPIL  QUINCEMIL, PERU               1313540}070451200020500  
 1506  JORGE CHAVEZ INTL MIL/CIV     SPIM  LIMA, PERU                    1201180}077065400001130  
 1507  JUANJUI                       SPJI  JUANJUI, PERU                 0710420}076435400011480  
 1508  JULIACA                       SPJL  JULIACA, PERU                 1527540}070093600125460  
 1509  SAN JUAN DE MARCONA           SPJN  SAN JUAN, PERU                1521240}075081200001440  
 1510  MAJ GEN FAP ARMANDO R IGLESIASSPJR  CAJAMARCA, PERU               0708240}078293000085900  
 1511  ILO                           SPLO  ILO, PERU                     1741480}071203600000300  
 1512  LAS PALMAS                    SPLP  LAS PALMAS, PERU              1209420}076595400002500  
 1513  PEDRO CANGA                   SPME  TUMBES, PERU                  0333120}080224800000820  
 1514  MOISES BENZAQUEN RENGIFO      SPMS  YURIMAGUAS, PERU              0553420}076070000005870  
 1515  ALFEREZ FAP DAVID F FERNANDINISPNC  HUANUCO, PERU                 0952360}076121800060370  
 1516  COLLIQUE                      SPOL  COLLIQUE, PERU                1155420}077033600004100  
 1517  CHACHAPOYAS                   SPPY  CHACHAPOYAS, PERU             0612180}077513600082940  
 1518  COR FAP FRANCISCO S VIGNETTA  SPQT  IQUITOS, PERU                 0347060}073183600004060  
 1519  RODRIGUEZ BALLON              SPQU  AREQUIPA, PERU                1620120}071340600084050  
 1520  CAP CARLOS MARTINEZ D PINILLOSSPRU  TRUJILLO, PERU                0805180}079063000000750  
 1521  PISCO MIL/CIV                 SPSO  PISCO, PERU                   1344480}076131200000390  
 1522  TARAPOTO                      SPST  TARAPOTO, PERU                0630360}076222400009000  
 1523  COR FAP CARLOS C SANTA ROSA   SPTN  TACNA, PERU                   1803060}070163000015370  
 1524  EL PATO AB                    SPTP  TALARA, PERU                  0433000}081133000002860  
 1525  PADRE ALDAMIZ MIL/CIV         SPTU  PUERTO MALDONADO, PERU        1236480}069134800006590  
 1526  CAPTAIN CONCHA MIL/CIV        SPUR  PIURA, PERU                   0512240}080370000001740  
 1527  CAPTAIN MONTES MIL/CIV        SPYL  TALARA, PERU                  0434240}081151200002820  
 1528  VELAZCO ASTETE                SPZO  CUZCO, PERU                   1332180}071561200106560  
 1529  ANGEL S ADAMI                 SUAA  ADAMI/MONTEVIDEO, URUGUAY     3447240}056155400001740  
 1530  ARTIGAS                       SUAG  ARTIGAS, URUGUAY              3024060}056303000004040  
 1531  COLONIA                       SUCA  COLONIA, URUGUAY              3427240}057461200000720  
 1532  SANTA BERNARDINA INTL MIL     SUDU  DURAZNO, URUGUAY              3321360}056295400003060  
 1533  CAPITAN CORBETA C A CURBELO   SULS  MALDONADO, URUGUAY            3451240}055054200000980  
 1534  CERRO LARGO                   SUMO  MELO, URUGUAY                 3220000}054130600003640  
 1535  CARRASCO INTL MIL/CIV         SUMU  MONTEVIDEO, URUGUAY           3450300}056015400001050  
 1536  EL JAGUEL INTL                SUPE  PUNTA DEL ESTE, URUGUAY       3454480}054551200000660  
 1537  PAYSANDU                      SUPU  PAYSANDU, URUGUAY             3221540}058040600001670  
 1538  RIVERA INTL                   SURV  RIVERA, URUGUAY               3058300}055283600007120  
 1539  SALTO                         SUSO  SALTO, URUGUAY                3126240}057590600001440  
 1540  TACUAREMBO                    SUTB  TACUAREMBO, URUGUAY           3145000}055553000004460  
 1541  OSWALDO GUEVARA MUJICA        SVAC  ACARIGUA, VENEZUELA           09330600069141200006400  
 1542  ANZOATEGUI                    SVAN  ANACO, VENEZUELA              09254800064281800007210  
 1543  BARINAS                       SVBI  BARINAS, VENEZUELA            08370600070132400006660  
 1544  MARISCAL SUCRE                SVBS  MARACAY, VENEZUELA            10151200067385400013380  
 1545  CIUDAD BOLIVAR                SVCB  BOLIVAR, VENEZUELA            08071800063321800001970  
 1546  SAN CARLOS                    SVCJ  SAN CARLOS, VENEZUELA         09385400068343600005120  
 1547  CALABOZO                      SVCL  CALABOZO, VENEZUELA           08553000067250000003280  
 1548  LARA                          SVCO  CARORA, VENEZUELA             10103000070035400014370  
 1549  GEN  EN J J FRANCISCO BERMUDEZSVCP  CARUPANO, VENEZUELA           10393600063154200000330  
 1550  JOSE LEONARDO CHIRINOS        SVCR  CORO,VENEZUELA                11250000069405400000520  
 1551  OSCAR MACHADO ZULOAGA         SVCS  CHARALLAVE, VENEZUELA         10171200066485400021450  
 1552  ANTONIO JOSE DE SUCRE         SVCU  CUMANA, VENEZUELA             10270000064074800000140  
 1553  GEN ISIMO FRANC DE MIRANDA AB SVFM  MIRANDA, VENEZUELA            10290600066503000027390  
 1554  GUANARE                       SVGU  GUANARE, VENEZUELA            09015400069452400006060  
 1555  HIGUEROTE                     SVHG  HIRUEROTE, VENEZUELA          10274200066053600000100  
 1556  JOSEFA CAMEJO INTL            SVJC  PARAGUANA, VENEZUELA          11464800070091200000750  
 1557  SAN JUAN DE LOS MORROS        SVJM  SAN JUAN DE L MORROS,VENEZUELA09542400067224800014040  
 1558  LA CHINITA INTL               SVMC  MARACAIBO, VENEZUELA          10333000071434200002160  
 1559  METROPOLITANO INTL            SVMP  CARACAS, VENEZUELA            10080000066471800005740  
 1560  MATURIN                       SVMT  MATURIN, VENEZUELA            09445400063091200002240  
 1561  CASIQUE ARAMARE               SVPA  PUERTO AYACUCHO, VENEZUELA    05370000067361800002450  
